artist_name,track_name,release_date,genre,lyrics
Aretha Franklin,Respect,1967,soul,[Verse 1] What you want baby I got it What you need do you know I got it? [Chorus] All I'm askin' is for a little respect when you come home (Just a little bit) Hey baby (Just a little bit) when you get home (Just a little bit) mister (Just a little bit) [Verse 2] I ain't gonna do you wrong while you're gone Ain't gon' do you wrong 'cause I don't wanna [Chorus] All I'm askin' is for a little respect when you come home (Just a little bit) Baby (Just a little bit) When you get home (Just a little bit) Yeah (Just a little bit) [Verse 3] I'm about to give you all of my money And all I'm askin' in return honey Is to give me my propers when you get home You might also like[Refrain] (Just a just a just a just a) Yeah baby (Just a just a just a just a) When you get home (Just a little bit) Yeah (Just a little bit) [Instrumental] [Verse 4] Ooh your kisses sweeter than honey And guess what? So is my money [Chorus 2] All I want you to do for me is give it to me when you get home (Re re re re) Yeah baby (Re re re re) Whip it to me (Respect just a little bit) When you get home now (Just a little bit) [Verse 5] R-E-S-P-E-C-T find out what it means to me R-E-S-P-E-C-T take care of T-C-B [Outro] (Sock it to me sock it to me sock it to me sock it to me) A little respect (Sock it to me sock it to me sock it to me sock it to me) Whoa babe (Just a little bit) A little respect (Just a little bit) I get tired (Just a little bit) Keep on tryin' (Just a little bit) You're runnin' out of fools (Just a little bit) And I ain't lyin' (Just a little bit) (Re re re re) Start when you come home (Re re re respect) Or you might walk in (Just a little bit) And find out I'm gone (Just a little bit) I gotta have (Just a little bit) A little respect (Just a little bit)21Embed
Adele,Water Under the Bridge,2015,soul,If you're not the one for me Then how come I can bring you to your knees? If you're not the one for me Why do I hate the idea of being free? And if I'm not the one for you You've gotta stop holding me the way you do Oh honey if I’m not the one for you Why have we been through what we have been through? [Pre-Chorus] It's so cold out here in your wilderness I want you to be my keeper But not if you are so reckless [Chorus] If you're gonna let me down let me down gently Don't pretend that you don't want me Our love ain't water under the bridge If you're gonna let me down let me down gently Don't pretend that you don't want me Our love ain't water under the bridge Say that our love ain't water under the bridge [Verse 2] What are you waiting for? You never seem to make it through the door And who are you hiding from? It ain't no life to live like you're on the run Have I ever asked for much? The only thing that I want is your love You might also like[Chorus] If you're gonna let me down let me down gently Don't pretend that you don't want me Our love ain't water under the bridge If you're gonna let me down let me down gently Don't pretend that you don't want me Our love ain't water under the bridge Say that our love ain't water under the bridge [Pre-Chorus] It's so cold in your wilderness I want you to be my keeper But not if you are so reckless [Chorus] If you're gonna let me down let me down gently Don't pretend that you don't want me Our love ain't water under the bridge If you're gonna let me down let me down gently Don't pretend that you don't want me Our love ain't water under the bridge [Outro] Say it ain't so say it ain't so Say it ain't so say it ain't so Say that our love ain't water under the bridge (Say it ain't so say it ain't so) Say it ain't so say it ain't so Say it ain't so say it ain't so Say it ain't so say it ain't so Say that our love ain't water under the bridge (Say it ain't so say it ain't so) Say it ain't so say it ain't so Say that our love ain't water under the bridge39Embed
Leon Bridges,Beyond,2018,soul,Don't wanna get ahead of myself Feeling things I've never felt It's kinda hard for me to explain Her personality and everything Brings me to my knees oh She shines me up like gold on my arm I wanna take it slow but it's so hard I love to see her face in daylight It's more than just our bodies at night But she's really tempting me oh ooo Do you think I'm being foolish if I don't rush in? I-I-I-I [Chorus] I'm scared to death that she might be it That the love is real that the shoe might fit She might just be my everything and beyond (beyond) Space and time in the afterlife Will she have my kids? Will she be my wife? She might just be my everything and beyond [Verse 2] I wanna bring her 'round to meet ya I think you'd like her kind demeanor I know that Grandma would've loved her like she was her own (child) She makes me feel at home ooh Do you think I'm being foolish if I don't rush in? I-I-I-I You might also like[Chorus] I'm scared to death that she might be it That the love is real that the shoe might fit She might just be my everything and beyond (beyond) Space and time in the afterlife Will she have my kids? Will she be my wife? She might just be my everything and beyond [Bridge] I give up I'm in love crying out to you Oh me oh my I can't explain She might just be my everything Oh me oh my I can't explain (Oohhh) She might just be my everything Ohh me o my I can't explain She might just be my everything (my everything) So do you think I'm being foolish if I don't rush in? (Yeahh) [Chorus] I'm scared to death that she might be it That the love is real that the shoe might fit She might just be my everything and beyond (beyond) Space and time in the afterlife Will she have my kids? Will she be my wife? She might just be my everything and beyond (Yeahh) [Outro] (She might just be mine) Oh me oh my I can't explain (She might just be mine) She might just be my everything (She might just be mine) Oh me oh my I can't explain (She might just be mine) She might just be my everything (She might just be mine) Oh me oh my I can't explain (Mmm-mm-mm) (She might just be mine) She might just be my everything She might just be mine be mine4Embed
Leon Bridges,River,2015,soul,"Been travelling these wide roads For so long My heart's been far from you Ten thousand miles gone [Refrain] Oh I wanna come near and give Every part of me But there's blood on my hands And my lips are unclean [Verse 2] In my darkness I remember Momma's words reoccur to me ""Surrender to the good Lord And he'll wipe your slate clean"" [Chorus] Take me to your river I wanna go Oh go take me to your river I wanna know [Verse 3] Dip me in your smooth water As I go in As a man with many crimes come up for air As my sins flow down the Jordan You might also like[Refrain] Oh I wanna come near and give you Every part of me But there's blood on my hands And my lips are unclean [Chorus] Take me to your river I wanna go Oh go take me to your river I wanna know [Bridge: Brittni Jessie with Leon Bridges] I wanna go wanna go wanna go Wanna know wanna know wanna know Wanna go wanna go wanna go Wanna know wanna know wanna know I wanna know wanna know wanna know Wanna go wanna go wanna go (Hoo) Wanna know wanna know wanna know Wanna go wanna go wanna go (Oh yeah) Wanna know wanna know wanna know (Hoo) [Chorus] Hoo oh take me to your river I wanna go Lord oh please let me know Take me to your river I wanna know11Embed"
Frankie Valli & The Four Seasons,December 1963 (Oh What a Night!),1975,soul,Oh what a night Late December back in '63 What a very special time for me As I remember what a night [Verse 2: Gerry Polci] Oh what a night You know I didn't even know her name But I was never gonna be the same What a lady what a night [Chorus: Frankie Valli] Oh I I got a funny feeling When she walked in the room And my as I recall It ended much too soon [Verse 3: Gerry Polci] (Oh what a night) Hypnotizing mesmerizin' me She was everything I dreamed she'd be Sweet surrender what a night [Bridge: Don Ciccone] And I felt a rush Like a rolling bolt of thunder Spinning my head around And takin' my body under (Oh what a night) You might also like[Chorus: Frankie Valli] Oh I got a funny feeling When she walked in the room And my as I recall It ended much too soon [Verse 4: Gerry Polci] (Oh what a night) Why'd it take so long to see the light? Seemed so wrong but now it seems so right What a lady what a night [Bridge: Don Ciccone] Oh I felt a rush Like a rolling bolt of thunder Spinning my head around And takin' my body under [Outro: Gerry Polci Frankie Valli Don Ciccone] (Oh what a night) Do do do do do do do do do (Oh what a night) Do do do do do do do do do (Oh what a night) Do do do do do do do do do (Oh what a night) Do do do do do do do do do...11Embed
Alicia Keys,Girl on Fire,2012,soul,She's just a girl and she's on fire Hotter than a fantasy Lonely like a highway She's livin' in a world and it's on fire Filled with catastrophe But she knows she can fly away [Pre-Chorus] Oh-oh she got both feet on the ground And she's burnin' it down Oh-oh she got her head in the clouds And she's not backin' down [Chorus] This girl is on fire This girl is on fire She's walkin' on fire This girl is on fire [Verse 2] Looks like a girl but she's a flame So bright she can burn your eyes Better look the other way You can try but you'll never forget her name She's on top of the world Hottest of the hottest girls say You might also like[Pre-Chorus] Oh-oh we got our feet on the ground And we're burnin' it down Oh-oh got our head in the clouds And we're not comin' down [Chorus] This girl is on fire (Fire fire) This girl is on fire She's walkin' on fire (Fire fire) This girl is on fire [Bridge] (Oh) Everybody stares as she goes by 'Cause they can see the flame that's in her eyes Watch her when she's lightin' up the night Nobody knows that she's a lonely girl And it's a lonely world But she gon' let it burn baby burn baby [Chorus] This girl is on fire (Fire fire) This girl is on fire She's walkin' on fire (Fire fire) This girl is on fire [Post-Chorus] Oh-oh oh oh Oh-oh oh oh Oh-oh oh oh Oh-oh oh oh [Outro] She's just a girl and she's on fire53Embed
Rag'n'Bone Man,Human,2017,soul,I'm only human I'm only I'm only I'm only human human [Verse 1] Maybe I'm foolish maybe I'm blind Thinking I can see through this and see what's behind Got no way to prove it so maybe I'm lying [Refrain] But I'm only human after all I'm only human after all Don't put your blame on me Don't put your blame on me [Verse 2] Take a look in the mirror and what do you see? Do you see it clearer or are you deceived In what you believe? [Refrain] 'Cause I'm only human after all You're only human after all Don't put the blame on me Don't put your blame on me You might also like[Chorus] (Oh-oh) Some people got the real problems (Oh-oh) Some people out of luck (Oh-oh) Some people think I can solve them (Oh-oh) Lord heavens above (Oh-oh-oh) I'm only human after all I'm only human after all Don't put the blame on me (Oh-oh) Don't put the blame on me (Oh-oh) [Verse 3] Don't ask my opinion don't ask me to lie Then beg for forgiveness for making you cry Making you cry [Refrain] 'Cause I'm only human after all I'm only human after all Don't put your blame on me Don't put the blame on me [Chorus] (Oh-oh) Oh some people got the real problems (Oh-oh) Some people out of luck (Oh-oh) Some people think I can solve them (Oh-oh) Lord heavens above (Oh-oh-oh) I'm only human after all I'm only human after all Don't put the blame on me (Oh-oh) Don't put the blame on me (Oh-oh) [Post-Chorus] (Oh-oh-oh) I'm only human I make mistakes I'm only human that's all it takes To put the blame on me (Oh-oh) Don't put the blame on me (Oh-oh) [Bridge] (Ooh-ooh-ooh) 'Cause I'm no prophet or Messiah (Ooh-ooh-ooh) You should go looking somewhere higher [Refrain] I'm only human after all I'm only human after all Don't put the blame on me Don't put the blame on me [Outro] I'm only human I do what I can I'm just a man I do what I can Don't put the blame on me Don't put your blame on me67Embed
Etta James,I'd Rather Go Blind,1968,soul,"Something told me it was over When I saw you and her talking Something deep down in my soul said ""Cry Girl"" (Cry cry) When I saw you and that girl walking around ooh [Chorus] I would rather I would rather go blind boy Than to see you walk away from me child and all [Verse 2] So you see I love you so much That I don't want to watch you leave me baby Most of all I just don't I just don't want to be free no I was just I was just I was just sitting here thinking Of your kiss and your warm embrace yeah When the reflection in the glass that I held to my lips now baby Revealed the tears that was on my face yeah [Chorus Outro] And baby baby I would rather I would rather be blind boy Than to see you walk away see you walk away from me yeah Baby baby baby I'd rather be blind nowYou might also like7Embed"
Grover Washington Jr.,Just the Two of Us (feat. Bill Withers),1985,soul,Kristal yağmur damlalarının düştüğünü görüyorum Ve tüm bunların güzelliği Zihnimde güneşin parlayarak Gökkuşağını oluşturduğu zamandı Bazen seni düşündüğümde Seninle biraz zaman geçirmek istiyorum [Refrain: Bill Withers] Sadece ikimiz Denersek başarabiliriz Sadece ikimiz (Sadece ikimiz) Sadece ikimiz Olması güç hayaller kuruyoruz Sadece ikimiz Sen ve ben [Verse 2: Bill Withers] Aşkı arıyoruz gözyaşı dökmeye zaman yok Gözyaşı boşa harcanan sudan başka bir şey değil Ve bu hiçbir çiçeğin büyümesini sağlamaz Güzel şeyler ne çok ne de az beklеyenleri değil Doğru zamanı bеklemesini bilen kişilerin başına gelir Bildiğimiz her şeyi yapmalıyız You might also like[Refrain: Bill Withers] Sadece ikimiz Denersek başarabiliriz Sadece ikimiz (Sadece ikimiz) Sadece ikimiz Olması güç hayaller kuruyoruz Sadece ikimiz Sen ve ben [Verse 3: Bill Withers] Kristal yağmur damlalarının Koridorun sonundaki pencereye düştüğünü duydum Sonra sabah çiy olur Ve sevgilim sabah olduğunda Güneşin doğuşunu izliyorum Seninle olanın ben olmak istiyorum [Refrain: Bill Withers] Sadece ikimiz Denersek başarabiliriz Sadece ikimiz (Sadece ikimiz) Sadece ikimiz Olmayacak hayaller kuruyoruz Sadece ikimiz Sen ve benEmbed
Adele,All I Ask,2015,soul,I will leave my heart at the door I won't say a word They've all been said before you know So why don't we just play pretend Like we're not scared of what is coming next Or scared of having nothing left? [Pre-Chorus] Look don't get me wrong I know there is no tomorrow All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do What lovers do It matters how this ends 'Cause what if I never love again? [Verse 2] I don't need your honesty It's already in your eyes And I'm sure my eyes they speak for me No one knows me like you do And since you're the only one that mattered Tell me who do I run to? You might also like[Pre-Chorus] Look don't get me wrong I know there is no tomorrow All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do What lovers do It matters how this ends 'Cause what if I never love again? [Bridge] Let this be our lesson in love Let this be the way we remember us I don't want to be cruel or vicious And I ain't asking for forgiveness All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do What lovers do It matters how this ends 'Cause what if I never love again?44Embed
Khruangbin,Texas Sun,2020,soul,You say you like the wind blowin' through your hair Well come on roll with me 'til the sun goes down [Refrain] Texas sun [Verse 2] Say you wanna hit the highway while the engine roars Well come on roll with me 'til the sun goes down [Refrain] That Texas sun oh yeah Texas sun [Verse 3] Caressing you from Fort Worth to Amarillo Well come on roll with me 'til the sun dips low [Refrain] Texas sun Texas sun oh girl That Texas sun [Bridge] When I'm far from home and them cold winds blow Stuck out somewhere with folks I don't know 'Cause you keep me nice and you keep me warm Wanna feel you on me can't wait to get back there again You might also like[Refrain] Texas sun Texas sun Texas sun (Woah) Texas sun [Verse 4] You say you like the wind blowing through your hair Well come on roll with me 'til the sun goes down [Refrain] Texas sun Texas sun [Interlude] Ooh baby you're so gorgeous How 'bout you and me... take a little trip In the big body? [Outro] Take a ride with me baby you by my side How does it sound you and I? Oh girl Take a ride with me baby you by my side How does it sound you and I? Baby oh Take a ride with me baby you by my side How does it sound you and I?Embed
Fugees,Killing Me Softly With His Song,1996,soul,Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song [Ad-libs: Wyclef Jean & Lauryn Hill] (Ah!) Yooo! (Yeah! Yeah!) This is Wyclef Refugee Camp (L-Boogie up in here) Pra'zrel (Pra'zrel up in here! Ha! Ha!) Lil' Base sits up there on the base (Refugees up in here) While I'm on this... I got my girl L (Ah ah) One time (One time) one time (One time) Ayo L you know you got the lyrics [Verse 1: Lauryn Hill] I heard he sang a good song I heard he had a style And so I came to see him And listen for a while And there he was This young boy stranger to my eyes [Chorus: Lauryn Hill & Wyclef Jean] Strumming my pain with his fingers (One time one time) Singing my life with his words (Two times two times) Killing me softly with this song Killing me softly with his song Telling my whole life with his words Killing me softly with his song You might also like[Verse 2: Lauryn Hill] I felt all flushed with fever Embarrassed by the crowd I felt he found my letters Then read each one out loud I prayed that he would finish But he just kept right on [Chorus: Lauryn Hill & Wyclef Jean] Strumming my pain with his fingers (One time one time) Singing my life with his words (Two times two times) Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song [Interlude: Wyclef Jean] Yo L-Boog take me to the bridge [Bridge: Lauryn Hill] Woah Woah-oah-ah-ah-ah uh uh La-la-la la la la Woah la Woah la (Ha ha ha ha) Laaaa [Chorus: Lauryn Hill] Strumming my pain with his fingers (Yes he was singing) Yes he was singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song Strumming my pain yeah (Strumming my pain) [Outro: Wyclef Jean & Lauryn Hill] Yo put your hands together for L-Boogie from the Refugee Camp (Yeah yeah) (Singing my life) Up in here you know how we do L-Boogie up in here Wyclef Pra'zrel said L-Boogie up in here Wyclef up in here My man Lil' Base (Pra'zrel up in here) Jerry one time (T Rocks up in here we got Warren up in here) This is how we— (Warren up up in here Outsiders up here) Refugee Camp Refugee Camp (We got Fallon up in here Mulaney Mulaney's up in here we got Val' up in here) [Skit] Everybody got a breaking point kid and they'll rat on you The family niggas'll rat on you That's why we gotta be prepared to take out whoever we need to (Man motherfucker I told you I was gonna get you next)70Embed
Earth Wind & Fire,September,1978,soul,Do you remember The twenty-first night of September? Love was changin' the minds of pretenders While chasin' the clouds away Our hearts were ringin' In the key that our souls were singin' As we danced in the night remember How the stars stole the night away oh yeah [Chorus] Hey hey hey Ba-dee-ya Say do you remember? Ba-dee-ya Dancin' in September Ba-dee-ya Never was a cloudy day [Post-Chorus] Ba-du ba-du ba-du ba-du Ba-du ba-du ba-du ba-du Ba-du ba-du ba-du-da Ba-du yeah [Verse 2] My thoughts are with you Holdin' hands with your heart to see you Only blue talk and love remember How we knew love was here to stay Now December Found a love we shared in September Only blue talk and love remember True love we share today You might also like[Chorus] Hey hey hey (Yeah yeah yeah) Ba-dee-ya Say do you remember? Ba-dee-ya (Oh) Dancin' in September Ba-dee-ya (Hey) Never was a cloudy day And we'll say ba-dee-ya (Ba-dee-ya dee-ya) Say do you remember? Ba-dee-ya (Ba-dee-ya dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya dee-ya) Golden dreams were shiny days (Dee-ya) [Bridge] The bells was ringin' oh-oh Our souls were singin' Do you remember never a cloudy day? Yow [Chorus] And we'll say ba-dee-ya (Ba-dee-ya dee-ya) Say do you remember? Ba-dee-ya (Ba-dee-ya dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya dee-ya) Never was a cloudy day (Dee-ya) And we'll say ba-dee-ya (Ba-dee-ya dee-ya) Say do you remember? Ba-dee-ya (Ba-dee-ya dee-ya) Dancin' in September Ba-dee-ya (Ba-dee ya dee-ya) Golden dreams were shiny days (Dee-ya) [Outro] Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya dee-ya117Embed
The Supremes,You Can't Hurry Love,1966,soul,"I need love love To ease my mind I need to find find Someone to call mine But Mama said [Chorus] ""You can't hurry love No you just have to wait"" She said ""Love don't come easy It's a game of give and take"" (Can't wait) ""You can't hurry love (Ooh until that day) No you just have to wait You got to trust give it time (Love don't come easy) No matter how long it takes"" [Verse 1] But how many heartaches Must I stand Before I find a love To let me live again? Right now the only thing That keeps me hangin' on When I feel my strength Yeah is almost gone I remember Mama said You might also like[Chorus] ""(You can't hurry love) No you just have to wait"" She said ""Love don't come easy It's a game of give and take"" (Can't wait) How long must I wait? (Ooh until that day) How much more can I take Before loneliness (Love don't come easy) Will cause my heart heart to break? [Verse 2] No I can't bear To live my life alone I grow impatient for a love To call my own But when I feel that I I can't go on These precious words Keeps me hangin' on I remember Mama said [Chorus] ""(You can't hurry love) No you just have to wait"" She said ""Love don't come easy It's a game of give and take"" (Can't wait) ""You can't hurry love No you just have to wait"" (Ooh until that day) She said ""Trust give it time (Love don't come easy) No matter how long it takes"" (Now break!) [Verse 3] No love love Don't come easy But I keep on waiting Anticipating For that soft voice To talk to me at night For some tender arms To hold me tight [Chorus] I keep waiting (Can't wait ooh until that day) I keep on waiting But it ain't easy (Love don't come easy) It ain't easy but Mama said ""You can't hurry love (Ooh until that day) No you just have to wait"" She said ""Trust give it time (Love don't come easy) No matter how long it takes"" ""You can't hurry love (Ooh until that day) No you just have to wait She said love don't come easy""3Embed"
Alicia Keys,Un-thinkable (I'm Ready) (feat. Drake) - Remix,2010,soul,"If you ask me I'm ready... [Verse 1: Drake & Alicia Keys] Ugh Tez keeps tellin' me he just turned 30 Havin' dreams of bein' single forever he's gettin' worried And I'm scared too 'cause I'm in the same boat Good women are rare too none of them have came close Me I haven't changed much you know how I play it Better safe than sorry 'Stead of searchin' for substance at every single party Baby bein' part of this life I feel like I'm bound to end up with somebody that's been with everybody I need you to rescue me from my destiny I'm tryna live right and give you whatever's left of me (yeah) 'Cause you know life is what we make it And a chance is like a picture it'd be nice if you just take it Or let me take it for you I'm just down to ride Or we can roll around the city 'til you finally decide I've got more than a thing for you tattoo and an ink for you Right over my heart girl I'll do the unthinkable [Verse 2: Alicia Keys & Drake] Moment of honesty Someone's gotta take the lead tonight Who's it gonna be? I'm gonna sit right here and tell you all that comes to me If you have somethin' to say you should say it right now You should say it right now You ready? You might also like[Pre-Chorus: Alicia Keys & Drake] You give me a feelin' that I've never felt before And I deserve it I think I deserve it I deserve it I think I deserve it let it go It's becoming somethin' that's impossible to ignore And I can't take it I can't take it [Chorus: Alicia Keys] I was wonderin' maybe could I make you my baby? If we do the unthinkable would it make us look crazy? If you ask me I'm ready (I'm ready I'm ready) If you ask me I'm ready (I'm ready I'm ready) [Verse 3: Alicia Keys] I know you once said to me ""This is exactly how it should feel when it's meant to be"" Time is only wastin' so why wait for eventually? If we gon' do somethin' 'bout it We should do it right now We should do it right now Baby uh [Pre-Chorus: Alicia Keys & Drake] You give me a feelin' that I've never felt before And I deserve it I know I deserve it I deserve it I know I deserve it let it go It's becoming somethin' that's impossible to ignore It is what we make it [Chorus: Alicia Keys] I was wonderin' maybe could I make you my baby? If we do the unthinkable would it make us look crazy? Or would it be so beautiful? Either way I'm sayin'... If you ask me I'm ready (I'm ready I'm ready) If you ask me I'm ready (I'm ready I'm ready) [Bridge: Alicia Keys] Yeah yeah Sing... Why give up before we try? Feel the lows before the highs Clip our wings before we fly away (fly away) I can't say I came prepared I'm suspended in the air Won't you come be in the sky with me? [Chorus: Alicia Keys] I was wonderin' maybe could I make you my baby? If we do the unthinkable would it make us look crazy? Or would it be so beautiful? Either way I'm sayin'... If you ask me I'm ready (I'm ready I'm ready) If you ask me I'm ready (I'm ready I'm ready) If you ask me I'm ready (I'm ready I'm ready) If you ask me I'm ready (I'm ready I'm ready)17Embed"
Commodores,Easy,1977,soul,I know it sounds funny but I just can't stand the pain Girl I'm leaving you tomorrow Seems to me girl you know I've done all I can You see I begged stole and I borrowed yeah ooh [Chorus] That's why I'm easy I'm easy like Sunday morning That's why I'm easy I'm easy like Sunday morning [Verse 2] Why in the world would anybody put chains on me yeah? I've paid my dues to make it Everybody wants me to be what they want me to be I'm not happy when I try to fake it no ooh [Chorus] That's why I'm easy yeah I'm easy like Sunday morning That's why I'm easy I'm easy like Sunday morning [Bridge] I wanna be high so high I wanna be free to know the things I do are right I wanna be free Just me oh babe Ooh You might also like[Guitar Solo] [Chorus] That's why I'm easy I'm easy like Sunday morning yeah That's why I'm easy I'm easy like Sunday morning woah 'Cause I'm easy whoo Easy like Sunday morning yeah 'Cause I'm easy Easy like Sunday morning woah 'Cause I'm easy7Embed
Marvin Gaye,I Heard It Through The Grapevine,1968,soul,Ooh-ooh I bet you're wondering how I knew 'Bout your plans to make me blue With some other guy you knew before Between the two of us guys You know I love you more It took me by surprise I must say When I found out yesterday Don't you know that [Chorus] I heard it through the grapevine Not much longer would you be mine Oh I heard it through the grapevine Oh I'm just about to lose my mind Honey honey yeah (Heard it through the grapevine not much longer would you be my baby) [Verse 2] I know a man ain't supposed to cry But these tears I can't hold inside Losing you would end my life you see 'Cause you mean that much to me You could have told me yourself That you love someone else Instead You might also like[Chorus] I heard it through the grapevine Not much longer would you be mine Oh I heard it through the grapevine And I'm just about to lose my mind Honey honey yeah (Heard it through the grapevine not much longer would you be my baby) [Verse 3] People say believe half of what you see Son and none of what you hear But I can't help being confused If it's true please tell me dear Do you plan to let me go For the other guy you loved before? Don't you know [Chorus] I heard it through the grapevine Not much longer would you be mine baby I heard it through the grapevine Ooh I'm just about to lose my mind Honey honey yeah (Heard it through the grapevine not much longer would you be my baby) [Outro] (Yeah yeah yeah) Honey honey I know (Heard it through the grapevine not much longer would you be my baby) That you're letting me go (Yeah yeah yeah) Said I heard it through the grapevine (Heard it through the grapevine not much longer would you be my baby) Ooh heard it through the grapevine (Yeah yeah yeah)8Embed
Leona Lewis,Bleeding Love,2007,soul,Hey [Verse 1] Closed off from love I didn't need the pain Once or twice was enough and it was all in vain Time starts to pass before you know it you're frozen ooh But somethin' happened for the very first time with you My heart melted to the ground found somethin' true And everyone's lookin' 'round thinkin' I'm going crazy Ooh yeah [Pre-Chorus] But I don't care what they say I'm in love with you They try to pull me away but they don't know the truth My heart's crippled by the vein that I keep on closin' You cut me open and I [Chorus] Keep bleedin' Keep keep bleeding love I keep bleedin' I keep keep bleeding love Keep bleedin' Keep keep bleeding love You cut me open You might also like[Break] Mm yeah [Verse 2] Tryin' hard not to hear but they talk so loud Their piercin' sounds fill my ears try to fill me with doubt Yet I know that their goal is to keep me from fallin' ooh yeah But nothin's greater than the rush that comes with your embrace And in this world of loneliness I see your face Yet everyone around me thinks that I'm going crazy Maybe maybe [Pre-Chorus] But I don't care what they say I'm in love with you They try to pull me away but they don't know the truth My heart's crippled by the vein that I keep on closin' You cut me open and I [Chorus] Keep bleedin' Keep keep bleeding love I keep bleedin' I keep keep bleeding love Keep bleedin' Keep keep bleeding love You cut me open mmh [Bridge] And it's drainin' all of me Though they find it hard to believe I'll be wearin' these scars for everyone to see [Pre-Chorus] I don't care what they say I'm in love with you They try to pull me away but they don't know the truth My heart's crippled by the vein that I keep on closin' Ooh you cut me open and I [Chorus] Keep bleedin' Keep keep bleeding love I keep bleedin' I keep keep bleeding love (You) Keep bleedin' Keep keep bleeding love Oh you cut me open and I Keep bleedin' Keep keep bleeding love (You) I keep bleedin' I keep keep bleeding love (Oh keep bleeding love) Keep bleedin' (I keep) Keep keep bleeding love Ooh you cut me open and I [Outro] Keep bleedin' Keep keep bleeding love Hey33Embed
Dusty Springfield,Son of a Preacher Man,1969,soul,Billy-Ray was a preacher's son And when his daddy would visit he'd come along When they gathered 'round and started talkin' That's when Billy would take me walkin' Out through the back yard we'd go walkin' Then he'd look into my eyes Lord knows to my surprise [Chorus] The only one who could ever reach me Was the son of a preacher man The only boy who could ever teach me Was the son of a preacher man Yes he was he was Ooh yes he was [Verse 2] Being good isn't always easy No matter how hard I try When he started sweet-talkin' to me He'd come and tell me everything is alright He'd kiss and tell me everything is alright Can I get away again tonight? [Chorus] The only one who could ever reach me Was the son of a preacher man The only boy who could ever teach me Was the son of a preacher man Yes he was (Was) he was (Was) (Ooh) Lord knows he was (Yes he was) You might also like[Bridge] How well I remember The look that was in his eyes Stealin' kisses from me on the sly Takin' time to make time Tellin' me that he's all mine Learnin' from each other's knowin' Lookin' to see how much we've grown and [Chorus] The only one who could ever reach me Was the son of a preacher man The only boy who could ever teach me Was the son of a preacher man Yes he was (Was) he was (Was) Oh yes he was [Outro] (The only one who could ever reach me) He was the sweet-talkin' son of a preacher man (The only boy who could ever teach me) I kissed the son of a preacher man (The only one who could ever move me) The sweet-lovin' son of a preacher man (The only one who could ever groove me) Was the son of a preacher man (The only one who could ever reach me) Was the son of a preacher man5Embed
Sade,Like a Tattoo,1992,soul,"Heavy with the burden of the truth And he spoke of his dreams Broken by the burden Broken by the burden of his youth ""Fourteen years "" he said ""I couldn't look into the sun She saw him laying at the end of my gun"" Hungry for life And thirsty for the distant river I remember his hands And the way the mountains looked The light shot diamonds from his eyes Hungry for life And thirsty for the distant river Like the scar of age Written all over my face The war is still raging inside of me I still feel the chill As I reveal my shame to you I wear it like a tattoo I wear it like a tattoo I wear it like a tattooYou might also like9Embed"
The Emotions,Best of My Love,1977,soul,Doesn't take much to make me happy And make me smile with glee Never never will I feel discouraged 'Cause our love's no mystery Demonstrating love and affection That you give so openly yeah I like the way you make me feel about you baby Want the whole wide world to see [Chorus] Whoa whoa you got the best of my love Whoa whoa you got the best of my love Whoa whoa you got the best of my love Whoa whoa you got the best of my love [Verse 2] Goin' in and out of changes The kind that come around each day My life has a better meaning Love has kissed me in a beautiful way [Pre-Chorus] And oh yea (my love my love) Oh yea (my love my love) You might also like[Chorus] Oh you got the best of my love Whoa whoa you got the best of my love Whoa whoa you got the best of my love Whoa whoa you got the best of my love [Verse 3] Demonstrating sweet love and affection That you give so openly yeah The way I feel about you baby can't explain it Want the whole wide world to see Oh but in my heart You're all I need You for me and me for you (my love my love) Oh it's growin' every day oh (my love my love) [Outro] Oh oh oh oh oh oh You've got the best of my love Oh oh oh oh oh oh You've got the best of my love Oh givin' you the best of my love My love my love my love Oh givin' you the best of my love My love my love oh yeah Oh oh oh oh oh oh You've got the best of my love Oh oh oh oh oh oh You've got the best of my love Oh givin' you the best of my love Oh givin' you the best of my love1Embed
